model_id,task_id,contrast,metric,n_items,n_clusters,mean_a_100,mean_b_100,difference_a_minus_b_100,ci95_low_100,ci95_high_100,p_raw,test,ci_method,a_correct_b_wrong,a_wrong_b_correct,discordant_pairs,bootstrap_resamples,signflip_resamples,p_holm,significant_holm_0_05,holm_family_size,holm_family_id
Mistral-7B-Instruct-v0.3,qa_v4_5,3-0,recoverable_accuracy,100,50,36.0,46.0,-10.000000000000004,-20.0,0.0,0.08715855330228806,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,9,19,28,10000,,1.0,False,22,main_qa_v4_5_primary_22
Qwen2.5-7B-Instruct,classification,1-0,accuracy,100,100,64.0,54.0,9.999999999999998,0.9999999999999898,19.000000000000007,0.06391465663909912,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,17,7,24,10000,,0.9587198495864868,False,22,main_classification_primary_22
Qwen2.5-7B-Instruct,classification,3-0,accuracy,100,100,71.0,54.0,16.999999999999993,6.999999999999995,27.0,0.002315700054168701,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,23,6,29,10000,,0.050945401191711426,False,22,main_classification_primary_22
Qwen2.5-7B-Instruct,reasoning,1-0,judgment_accuracy,100,100,93.0,94.0,-0.9999999999999898,-5.999999999999995,3.9999999999999925,1.0,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,3,4,7,10000,,1.0,False,22,main_reasoning_primary_22
Qwen2.5-7B-Instruct,reasoning,3-0,judgment_accuracy,100,100,95.0,94.0,1.0000000000000009,0.0,3.0000000000000027,1.0,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,1,0,1,10000,,1.0,False,22,main_reasoning_primary_22
Qwen2.5-7B-Instruct,structuring,1-0,cnhi_v2,100,100,80.02526878730872,55.12451168309411,24.90075710421461,18.0353055307632,32.15004942632606,9.999000099990002e-05,two-sided paired sign-flip; one sign per source cluster,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,10000,0.0021997800219978004,True,22,main_structuring_primary_22
Qwen2.5-7B-Instruct,structuring,3-0,cnhi_v2,100,100,80.82981673354763,55.12451168309411,25.705305050453518,19.02109032771672,32.66316766419895,9.999000099990002e-05,two-sided paired sign-flip; one sign per source cluster,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,10000,0.0021997800219978004,True,22,main_structuring_primary_22
Qwen2.5-7B-Instruct,relationship,1-0,micro_f1,50,50,57.354758961681085,20.584498094027953,36.77026086765313,27.23317741127441,45.67293432712501,9.999000099990002e-05,two-sided centered paired source-cluster bootstrap approximation; micro-F1 recomputed in each replicate,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,,0.0021997800219978004,True,22,main_relationship_primary_22
Qwen2.5-7B-Instruct,relationship,3-0,micro_f1,50,50,69.71569839307787,20.584498094027953,49.13120029904992,41.504656764646356,57.11570683277771,9.999000099990002e-05,two-sided centered paired source-cluster bootstrap approximation; micro-F1 recomputed in each replicate,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,,0.0021997800219978004,True,22,main_relationship_primary_22
Qwen2.5-7B-Instruct,qa_v4_5,1-0,recoverable_accuracy,100,50,77.0,75.0,2.0000000000000018,-2.0000000000000018,6.000000000000005,0.625,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,3,1,4,10000,,1.0,False,22,main_qa_v4_5_primary_22
