task_id,metric,model_a,model_b,n_items,n_clusters,estimate_a_minus_b_100,ci95_low_100,ci95_high_100,p_raw,p_holm,family_id,family_size,test,a_correct_b_wrong,a_wrong_b_correct,bootstrap_resamples,signflip_resamples,significant_holm_0_05
rewriting,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,internlm2_5-7b-chat,100,25,5.432499999999996,3.6879624999999914,7.244000000000006,1.999980000199998e-05,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,Mistral-7B-Instruct-v0.3,100,25,25.602000000000015,22.84745000000001,28.649050000000013,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,Qwen2.5-7B-Instruct,100,25,2.5149999999999895,0.8389750000000001,4.277012500000018,0.008889911100888992,0.04697953020469796,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,Qwen3-8B-NonThinking,100,25,0.10799999999999699,-1.5890500000000287,1.8890999999999953,0.9067009329906701,1.0,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,False
rewriting,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,QwQ-32B,100,25,-6.435499999999972,-8.09559999999998,-4.83698749999997,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,Doubao,100,25,-9.029000000000009,-10.658537500000003,-7.412412500000001,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,glm-4-9b-chat,internlm2_5-7b-chat,100,25,0.08549999999999391,-1.9360500000000151,2.2205375000000025,0.9379106208937911,1.0,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,False
rewriting,dual_judge_score,glm-4-9b-chat,Mistral-7B-Instruct-v0.3,100,25,20.255000000000013,17.89688750000001,22.799237500000004,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,glm-4-9b-chat,Qwen2.5-7B-Instruct,100,25,-2.8320000000000123,-4.242549999999993,-1.4264874999999868,0.0009299907000929991,0.008369916300836992,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,glm-4-9b-chat,Qwen3-8B-NonThinking,100,25,-5.239000000000004,-7.163525,-3.2489250000000034,9.99990000099999e-05,0.0011999880001199988,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,glm-4-9b-chat,QwQ-32B,100,25,-11.782499999999974,-13.240012499999995,-10.216937499999988,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,glm-4-9b-chat,Doubao,100,25,-14.376000000000012,-15.854512500000014,-12.728000000000005,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,internlm2_5-7b-chat,Mistral-7B-Instruct-v0.3,100,25,20.169500000000017,17.817487500000016,22.85108750000001,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,internlm2_5-7b-chat,Qwen2.5-7B-Instruct,100,25,-2.917500000000006,-5.300537499999997,-0.6734874999999939,0.01951980480195198,0.07807921920780792,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,False
rewriting,dual_judge_score,internlm2_5-7b-chat,Qwen3-8B-NonThinking,100,25,-5.324499999999999,-7.509500000000003,-3.406925000000005,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,internlm2_5-7b-chat,QwQ-32B,100,25,-11.867999999999967,-13.928062499999996,-9.84448749999998,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,internlm2_5-7b-chat,Doubao,100,25,-14.461500000000004,-16.43503750000002,-12.677424999999998,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,Mistral-7B-Instruct-v0.3,Qwen2.5-7B-Instruct,100,25,-23.087000000000025,-25.947537500000006,-20.2974,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,Mistral-7B-Instruct-v0.3,Qwen3-8B-NonThinking,100,25,-25.494000000000018,-28.36902500000002,-22.814475,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,Mistral-7B-Instruct-v0.3,QwQ-32B,100,25,-32.03749999999999,-34.7305125,-29.580387499999983,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,Mistral-7B-Instruct-v0.3,Doubao,100,25,-34.63100000000002,-36.96550000000001,-32.47748750000001,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,Qwen2.5-7B-Instruct,Qwen3-8B-NonThinking,100,25,-2.4069999999999925,-3.9429999999999965,-0.8044875000000081,0.007829921700782993,0.04697953020469796,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,Qwen2.5-7B-Instruct,QwQ-32B,100,25,-8.95049999999996,-10.612062499999988,-7.293475000000008,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,Qwen2.5-7B-Instruct,Doubao,100,25,-11.543999999999999,-13.133524999999999,-10.027925000000026,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,Qwen3-8B-NonThinking,QwQ-32B,100,25,-6.543499999999969,-8.176624999999998,-4.9019749999999735,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,Qwen3-8B-NonThinking,Doubao,100,25,-9.137000000000006,-10.634024999999989,-7.667924999999999,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
rewriting,dual_judge_score,QwQ-32B,Doubao,100,25,-2.5935000000000374,-3.8325125000000266,-1.258000000000036,0.0009299907000929991,0.008369916300836992,primary_11_zero_shot_rewriting,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Baichuan2-7B-Chat,chatglm3-6b,100,100,-3.800749999999992,-6.775756249999996,-0.8801999999999945,0.015479845201547984,0.07739922600773992,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,False
continuation,dual_judge_score,Baichuan2-7B-Chat,deepseek-llm-7b-chat,100,100,-5.106249999999996,-7.429537499999994,-2.9359562500000003,1.999980000199998e-05,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Baichuan2-7B-Chat,DeepSeek-R1-Distill-Qwen-32B,100,100,-31.308500000000006,-33.68450625,-28.831331250000027,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Baichuan2-7B-Chat,glm-4-9b-chat,100,100,-20.852999999999998,-22.88156875,-18.92343124999999,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Baichuan2-7B-Chat,internlm2_5-7b-chat,100,100,-13.356000000000012,-15.554899999999993,-11.170743749999996,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Baichuan2-7B-Chat,Mistral-7B-Instruct-v0.3,100,100,-0.1557499999999934,-2.635075000000004,2.4110062499999967,0.9027609723902761,1.0,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,False
continuation,dual_judge_score,Baichuan2-7B-Chat,Qwen2.5-7B-Instruct,100,100,-17.48025000000002,-19.819756250000005,-15.143962500000002,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Baichuan2-7B-Chat,Qwen3-8B-NonThinking,100,100,-12.620999999999993,-15.064762500000015,-10.224925000000013,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Baichuan2-7B-Chat,QwQ-32B,100,100,-41.812250000000006,-44.34038749999998,-39.25788750000002,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Baichuan2-7B-Chat,Doubao,100,100,-47.47325000000002,-49.453831250000015,-45.616187499999995,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,chatglm3-6b,deepseek-llm-7b-chat,100,100,-1.3055000000000039,-4.160268749999998,1.5546125000000015,0.3830461695383046,1.0,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,False
continuation,dual_judge_score,chatglm3-6b,DeepSeek-R1-Distill-Qwen-32B,100,100,-27.507750000000016,-30.305124999999993,-24.640637499999983,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,chatglm3-6b,glm-4-9b-chat,100,100,-17.052250000000008,-19.521774999999987,-14.647475000000002,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,chatglm3-6b,internlm2_5-7b-chat,100,100,-9.55525000000002,-12.1376,-6.947987499999993,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,chatglm3-6b,Mistral-7B-Instruct-v0.3,100,100,3.6449999999999982,0.7681312499999982,6.5790125,0.016949830501694983,0.07739922600773992,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,False
continuation,dual_judge_score,chatglm3-6b,Qwen2.5-7B-Instruct,100,100,-13.679500000000028,-16.438275000000004,-10.869662499999992,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,chatglm3-6b,Qwen3-8B-NonThinking,100,100,-8.820250000000001,-11.721499999999985,-5.905206249999974,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,chatglm3-6b,QwQ-32B,100,100,-38.01150000000001,-40.54926875,-35.44349374999998,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,chatglm3-6b,Doubao,100,100,-43.67250000000003,-46.04577499999999,-41.35220625,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,deepseek-llm-7b-chat,DeepSeek-R1-Distill-Qwen-32B,100,100,-26.20225000000001,-28.618043750000005,-23.675118750000003,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,deepseek-llm-7b-chat,glm-4-9b-chat,100,100,-15.746750000000004,-17.604293750000014,-13.929206249999988,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,deepseek-llm-7b-chat,internlm2_5-7b-chat,100,100,-8.249750000000017,-10.123506250000002,-6.309750000000008,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,deepseek-llm-7b-chat,Mistral-7B-Instruct-v0.3,100,100,4.950500000000002,2.561731249999996,7.313068749999991,0.00014999850001499985,0.0011999880001199988,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,deepseek-llm-7b-chat,Qwen2.5-7B-Instruct,100,100,-12.374000000000024,-14.228506250000011,-10.477487500000006,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,deepseek-llm-7b-chat,Qwen3-8B-NonThinking,100,100,-7.514749999999998,-9.850849999999998,-5.253737499999979,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,deepseek-llm-7b-chat,QwQ-32B,100,100,-36.70600000000001,-38.77878749999999,-34.56838124999999,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,deepseek-llm-7b-chat,Doubao,100,100,-42.367000000000026,-44.30175624999998,-40.37725,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,glm-4-9b-chat,100,100,10.455500000000006,8.370231250000002,12.492262499999983,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,internlm2_5-7b-chat,100,100,17.952499999999993,15.571468749999994,20.242531250000017,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,Mistral-7B-Instruct-v0.3,100,100,31.15275000000001,28.67873749999999,33.658562499999995,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,Qwen2.5-7B-Instruct,100,100,13.828249999999986,11.444481250000013,16.12376249999999,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,Qwen3-8B-NonThinking,100,100,18.687500000000014,16.531750000000034,20.810556249999966,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,QwQ-32B,100,100,-10.50375,-12.766512499999983,-8.195968750000025,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,DeepSeek-R1-Distill-Qwen-32B,Doubao,100,100,-16.164750000000016,-18.068031249999994,-14.331143750000008,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,glm-4-9b-chat,internlm2_5-7b-chat,100,100,7.4969999999999875,5.791362500000005,9.243756249999985,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,glm-4-9b-chat,Mistral-7B-Instruct-v0.3,100,100,20.697250000000007,18.647381249999984,22.74825625000001,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,glm-4-9b-chat,Qwen2.5-7B-Instruct,100,100,3.37274999999998,1.6561250000000138,5.106518749999991,0.0002999970000299997,0.0017999820001799983,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,glm-4-9b-chat,Qwen3-8B-NonThinking,100,100,8.232000000000006,6.30619999999997,10.082506250000005,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,glm-4-9b-chat,QwQ-32B,100,100,-20.959250000000008,-22.631793749999996,-19.219962500000005,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,glm-4-9b-chat,Doubao,100,100,-26.620250000000024,-27.734006250000004,-25.491231250000006,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,internlm2_5-7b-chat,Mistral-7B-Instruct-v0.3,100,100,13.200250000000018,10.859181250000015,15.601768750000003,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,internlm2_5-7b-chat,Qwen2.5-7B-Instruct,100,100,-4.124250000000007,-6.182675000000013,-2.090631249999999,0.0001999980000199998,0.0013999860001399985,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,internlm2_5-7b-chat,Qwen3-8B-NonThinking,100,100,0.735000000000019,-1.4717687500000047,2.9067687500000132,0.5100448995510045,1.0,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,False
continuation,dual_judge_score,internlm2_5-7b-chat,QwQ-32B,100,100,-28.456249999999994,-30.311550000000004,-26.597237500000006,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,internlm2_5-7b-chat,Doubao,100,100,-34.11725000000001,-35.84705625000004,-32.43948125,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Mistral-7B-Instruct-v0.3,Qwen2.5-7B-Instruct,100,100,-17.324500000000025,-19.72951249999998,-14.887199999999993,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Mistral-7B-Instruct-v0.3,Qwen3-8B-NonThinking,100,100,-12.46525,-14.838512499999993,-10.16149375,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Mistral-7B-Instruct-v0.3,QwQ-32B,100,100,-41.656500000000015,-43.98226875,-39.24466249999999,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Mistral-7B-Instruct-v0.3,Doubao,100,100,-47.31750000000003,-49.13641249999999,-45.50095624999999,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Qwen2.5-7B-Instruct,Qwen3-8B-NonThinking,100,100,4.859250000000026,2.833456250000021,6.913762499999986,3.999960000399996e-05,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Qwen2.5-7B-Instruct,QwQ-32B,100,100,-24.331999999999987,-26.139256250000013,-22.496231250000008,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Qwen2.5-7B-Instruct,Doubao,100,100,-29.993000000000002,-31.798018750000008,-28.141737499999987,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Qwen3-8B-NonThinking,QwQ-32B,100,100,-29.191250000000014,-31.313268749999985,-26.969237499999966,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,Qwen3-8B-NonThinking,Doubao,100,100,-34.852250000000026,-36.64676875,-32.96643125,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
continuation,dual_judge_score,QwQ-32B,Doubao,100,100,-5.661000000000016,-7.374787499999985,-3.9632312500000184,9.99990000099999e-06,0.0005499945000549995,primary_11_zero_shot_continuation,55,two-sided paired sign-flip; one sign per source cluster,,,10000,100000,True
